-5.5604,-0.52753,0.53149,1.0153,-4.3459,-0.6443,1.0406,-0.30721,0.024072,0.53142,0.63026,-1.0045,-0.014643,-0.1636,-1.446,-1.144,0.46439,-0.62105,-0.59286,-1.0825,0.59108,0.88766,0.43773,-0.41236,-1.3744,-0.34974,0.24586,0.06959,-2.2977,-0.74361
-6.0917,0.12983,0.60079,1.6539,-3.8643,-0.35776,-0.19771,-0.072365,0.73763,0.60544,0.30401,-1.7715,0.1071,-0.53202,-1.2787,-0.94279,0.64802,-1.2338,-0.49291,-0.69217,0.31275,0.76964,0.58946,-0.41768,-1.2954,-0.12857,0.16316,0.041881,-2.364,-0.84045
-3.9531,-0.50862,-0.53024,4.3853,-4.4409,0.63914,0.20583,0.93902,-0.66096,0.76471,0.42659,-1.555,0.17822,-0.19011,-1.0361,-0.81519,0.42659,-0.94945,-0.71228,-0.89307,0.51239,0.6378,0.26189,-0.34997,-0.99025,-0.22103,0.072458,0.033645,-2.4049,-0.65537
-0.81062,2.7453,-5.9914,1.7803,-2.2966,-0.30474,0.65953,0.13113,-1.2414,0.46969,1.274,-2.0683,0.05726,0.23359,-1.6166,-0.58393,0.53048,-0.95584,-0.43281,-0.79942,0.4823,0.96214,0.53357,-1.0493,-1.2218,-0.26675,0.17088,0.11742,-2.6937,-0.9904
-5.6828,-1.3951,0.62162,2.1539,-2.3753,-0.9476,-0.0052889,-0.070478,0.065856,0.12641,0.20619,-1.7588,0.15107,-0.2954,-1.3482,-0.92325,0.088204,-1.0936,-0.3999,-1.0382,0.024474,0.89316,0.7181,-0.59913,-1.3625,-0.37586,0.1022,-0.10948,-2.3802,-0.70164
-3.6248,0.64566,-0.052733,3.6892,-5.3919,0.63368,1.1322,0.36346,-0.42562,0.52647,0.53392,-1.1806,0.22183,-0.071488,-1.0353,-0.96228,0.23938,-0.56984,-0.66989,-0.94704,0.72142,0.85744,0.20702,-0.46444,-0.94781,-0.38475,0.28371,0.059354,-2.3273,-0.67079
-1.7013,2.5688,-6.6374,1.5306,-2.7368,0.31921,0.048705,0.45893,-1.0818,0.83629,-0.11722,-1.2761,-0.18303,0.36575,-1.3901,-1.5484,0.52077,-1.2549,-0.21314,-0.3511,0.89474,0.64006,0.56203,-0.9196,-1.0543,-0.21131,-0.066273,-0.077225,-2.1128,-0.6325
-5.864,-2.475,0.64083,1.6953,-2.313,0.22328,-0.21635,-0.67229,-0.84615,-0.17341,-0.33432,-1.5947,0.026046,-0.34556,-1.7156,-1.0401,0.11419,-0.58601,-0.42,-0.86525,-0.177,1.01,0.80346,-0.53556,-1.1378,-0.60091,0.034819,-0.18316,-2.2564,-0.77104
-1.5473,2.5015,-6.6055,1.4565,-2.1752,0.72393,0.41498,0.41048,-0.39501,0.87414,-0.13014,-1.2652,0.030452,0.46569,-1.4439,-1.2933,0.5697,-1.0521,-0.36606,-0.29854,0.80585,0.60504,0.81353,-0.73504,-0.88372,-0.40136,-0.31648,-0.18234,-1.9328,-0.59461
-3.7964,-0.69579,-0.45183,4.5852,-4.2812,0.13307,1.3511,1.1472,-0.51612,0.10533,0.1351,-0.9993,0.31728,-0.49835,-0.96791,-0.94328,0.8043,-0.86194,-0.77765,-1.0321,0.41744,0.74794,0.66047,-0.67201,-1.6513,-0.068123,0.50793,0.081326,-2.1021,-0.46404
-4.2188,0.029349,-0.12855,4.116,-4.8743,1.0894,0.39517,0.63994,-0.73291,1.0247,0.62307,-1.2199,0.16019,-0.26324,-0.93143,-0.67641,0.5891,-0.76991,-0.80371,-0.7485,0.57014,0.81845,0.14994,-0.3484,-1.0407,-0.17144,0.18955,0.10645,-2.2434,-0.68558
-5.1983,-0.45215,0.11715,2.5194,-5.1309,1.0314,0.80685,-0.050168,-0.20504,0.18843,0.45891,-0.57045,0.23849,-0.13933,-1.4829,-1.0478,0.66875,-0.49638,-0.47763,-0.90719,0.68939,0.82096,0.28684,-0.53195,-1.2114,-0.30543,0.20417,0.088549,-2.3334,-0.82539
-3.3885,-0.18848,-0.56014,5.0186,-4.5947,0.67062,0.28026,0.34195,-0.12117,0.7957,0.66741,-1.5473,0.42615,-0.018236,-0.91162,-1.0151,0.51925,-0.89803,-0.65389,-0.73885,0.49305,0.84486,0.31787,-0.50498,-1.0128,-0.19572,0.077545,0.044714,-2.4271,-0.62635
-4.9536,-0.43223,0.57402,0.78487,-4.7626,-1.3661,0.22992,-1.9231,0.62829,0.055351,0.017154,-1.7291,-0.077342,-0.46266,-1.0205,-1.2811,0.11795,-0.95034,-0.70147,-0.97179,0.34305,0.74681,0.35541,-0.67233,-1.7132,-0.2038,0.038115,0.0096996,-2.2174,-0.71723
-5.7752,-0.52309,0.37649,1.1979,-4.1521,-0.64807,-0.14674,-0.69479,0.18322,0.32327,0.38176,-1.6286,0.012989,-0.45432,-1.4204,-1.3717,0.54312,-0.79629,-0.36645,-0.9793,0.318,0.83656,0.64551,-0.44558,-1.3346,-0.32973,0.11205,0.0047209,-2.5142,-0.75396
-4.9914,0.099409,-0.031878,1.6902,-5.1581,-0.45884,0.3532,0.14643,-0.36646,1.063,0.97137,-0.83229,0.15264,-0.28023,-1.2841,-1.1989,0.80457,-0.44244,-0.58505,-0.91849,0.45108,0.82138,0.22503,-0.3639,-1.2434,-0.42053,0.26682,-0.081907,-2.2787,-0.73515
-5.8501,-1.1243,0.00014453,1.3813,-3.3394,-1.0315,-0.80312,-0.050758,0.19988,0.51065,-0.06763,-2.0737,-0.23278,-0.59153,-1.1608,-0.92476,0.53642,-1.3397,-0.87712,-0.90724,0.070275,0.7509,0.30803,-0.60691,-1.3393,0.05758,0.053341,0.076067,-2.3876,-0.56498
-5.1704,-0.91896,-0.083961,1.6391,-5.1086,-0.17739,-0.037533,-1.057,-0.21067,0.20273,0.20433,-1.0561,0.019294,-0.16189,-1.6072,-1.2617,0.28867,-0.56443,-0.516,-1.1342,0.5725,1.0655,0.28166,-0.4544,-1.4143,-0.42588,0.11242,-0.14517,-2.4555,-0.83527
6.6581,-1.0388,1.7728,1.801,-2.8512,0.13409,0.65173,-0.11285,-0.56228,1.3531,-0.23923,-0.81622,-1.0722,0.23568,-1.3463,-0.45253,0.601,-1.2894,-0.087542,-0.86167,0.3058,1.4696,0.78201,-0.87285,-1.0761,0.16792,0.38481,-0.081,-2.6557,-0.40966
-5.0976,-0.64955,-0.68685,0.40738,-5.632,-0.47756,-0.72445,-0.26224,-0.075664,0.48966,0.021255,-1.4617,-0.20199,-0.44166,-1.5593,-1.1269,0.53816,-0.65867,-0.6808,-0.87485,0.37479,0.72,0.054331,-0.48885,-1.1142,-0.36667,-0.014116,0.015516,-2.3847,-0.82335
