"","ID","type","pred_class","real_class","buselaphus","gnou","taurinus","dorcas","marsupialis","caffer","equinus","niger","gazella","oreotragus","ourebi","capreolus","campestris","ellipsiprymnus","leche","arundinum","fulvorufulva","oryx","scriptus","strepsiceros"
"27","GV6941","LM1","oreotragus",NA,0.0575448178045247,0.0489914409151546,0.0469934903655547,0.0549105466200271,0.058595160915908,0.0432113316166571,0.0375719819264293,0.0401043093299513,0.05847198099885,0.0690728886699029,0.0557007141715599,0.0339287707753193,0.0500795795956053,0.039924900127379,0.0572063382352641,0.0482762604971863,0.0462478306238905,0.0430031056026626,0.0671092662008598,0.0430552850073135
"31","GV7075","LM1","oreotragus",NA,0.0575448178045247,0.0489914409151546,0.0469934903655547,0.0549105466200271,0.058595160915908,0.0432113316166571,0.0375719819264293,0.0401043093299513,0.05847198099885,0.0690728886699029,0.0557007141715599,0.0339287707753193,0.0500795795956053,0.039924900127379,0.0572063382352641,0.0482762604971863,0.0462478306238905,0.0430031056026626,0.0671092662008598,0.0430552850073135
"38","GV7540","LM1","oreotragus",NA,0.0575448178045247,0.0489914409151546,0.0469934903655547,0.0549105466200271,0.058595160915908,0.0432113316166571,0.0375719819264293,0.0401043093299513,0.05847198099885,0.0690728886699029,0.0557007141715599,0.0339287707753193,0.0500795795956053,0.039924900127379,0.0572063382352641,0.0482762604971863,0.0462478306238905,0.0430031056026626,0.0671092662008598,0.0430552850073135
"56","GV8292","LM1","oreotragus",NA,0.0575448178045247,0.0489914409151546,0.0469934903655547,0.0549105466200271,0.058595160915908,0.0432113316166571,0.0375719819264293,0.0401043093299513,0.05847198099885,0.0690728886699029,0.0557007141715599,0.0339287707753193,0.0500795795956053,0.039924900127379,0.0572063382352641,0.0482762604971863,0.0462478306238905,0.0430031056026626,0.0671092662008598,0.0430552850073135
"66","GV8563","LM1","oreotragus",NA,0.0575448178045247,0.0489914409151546,0.0469934903655547,0.0549105466200271,0.058595160915908,0.0432113316166571,0.0375719819264293,0.0401043093299513,0.05847198099885,0.0690728886699029,0.0557007141715599,0.0339287707753193,0.0500795795956053,0.039924900127379,0.0572063382352641,0.0482762604971863,0.0462478306238905,0.0430031056026626,0.0671092662008598,0.0430552850073135
